item_id,order_id,product_id,quantity,unit_price,discount_percent
230,123,4,3,1625.28,0.42
231,123,5,5,936.6,0.58
232,124,29,5,13.67,11.14
233,125,31,4,1437.99,1.91
234,126,161,2,1477.62,0.99
235,126,149,5,1701.4,10.92
236,126,3,5,1432.31,1.09
237,127,141,4,866.65,0.49
238,127,209,5,929.51,15.5
239,127,214,2,1715.8,0.19
240,128,143,3,1251.27,0.28
241,128,39,1,344.46,100.0
242,129,106,4,58.8,1.89
243,130,181,3,1554.5,5.3
244,130,36,3,1586.82,16.62
245,131,130,2,1657.57,16.03
246,132,39,4,257.63,11.0
247,132,84,2,844.29,15.72
248,132,41,2,623.27,5.02
249,132,198,5,1711.0,10.66
250,133,161,2,1416.41,30.69
251,133,102,1,1590.65,1.2
252,133,105,1,101.54,0.48
253,133,23,2,364.9,26.14
254,134,23,2,57.71,26.89
255,135,112,3,407.78,21.78
256,135,80,4,1307.1,30.61
257,136,57,3,692.16,30.21
258,137,185,2,1735.45,1.69
259,138,22,4,1798.52,10.33
261,138,217,4,1267.95,5.7
262,138,40,2,500.53,1.85
263,139,140,4,921.59,21.58
264,140,41,5,112.86,0.03
265,141,78,5,1020.3,31.95
266,141,70,2,557.14,0.84
267,141,40,1,275.71,1.27
268,142,42,3,465.92,15.03
269,142,206,3,1158.86,0.25
270,142,199,2,986.33,0.29
271,143,79,2,610.57,10.58
272,144,17,5,932.69,10.84
273,145,199,1,628.43,0.2
274,146,95,3,356.95,15.16
275,146,8,1,1276.28,1.22
276,146,211,2,896.52,1.46
277,147,52,2,117.16,15.21
278,147,160,5,1642.79,0.18
279,147,54,3,1654.58,5.23
280,147,192,1,1063.5,6.3
281,148,162,4,1591.97,1.98
282,149,14,5,468.78,10.57
283,149,135,3,1561.87,26.26
284,149,88,2,611.17,0.24
285,149,136,4,943.04,0.28
286,150,120,1,1702.16,0.05
287,150,158,4,1756.83,1.79
288,151,99,3,868.61,16.07
289,151,11,4,1581.56,10.21
290,152,4,5,662.57,6.73
291,153,172,3,353.51,15.43
292,153,212,1,706.31,1.99
293,154,217,4,470.95,15.04
294,154,92,1,789.29,15.49
295,155,192,2,165.55,0.23
296,156,19,1,867.22,0.4
297,157,134,3,1607.55,1.7
298,157,159,5,1558.94,10.58
299,157,57,1,23.34,26.48
300,158,81,2,89.1,1.82
301,158,196,5,1780.55,15.81
302,158,158,3,422.65,10.19
303,159,71,4,760.0,15.31
304,159,202,4,1540.66,0.94
305,159,196,1,250.58,16.81
306,160,60,5,672.95,11.01
307,161,164,1,1373.56,20.92
308,162,202,3,786.06,16.98
309,163,37,1,647.79,5.05
310,163,119,1,654.17,21.51
311,164,124,1,393.64,5.61
312,164,48,4,537.23,0.6
313,164,172,2,693.06,0.35
314,165,104,2,1608.84,1.03
315,165,107,4,454.96,1.31
316,166,18,2,1697.83,1.1
317,166,178,2,647.85,1.79
318,167,14,4,1613.18,16.59
319,167,101,5,1224.57,1.39
320,168,89,1,1238.71,26.21
321,169,22,3,1075.15,6.9
322,170,189,3,743.63,0.95
323,170,182,3,622.95,1.7
324,171,201,5,471.11,20.95
325,172,187,2,328.57,15.35
326,173,20,4,1495.09,15.98
327,174,43,1,1404.09,1.77
328,175,104,5,998.46,0.35
329,175,149,1,377.16,20.36
330,175,106,5,1431.51,1.99
331,176,127,1,113.69,11.74
332,177,56,1,723.11,1.77
333,177,3,1,527.71,0.37
334,177,72,4,1041.74,21.73
335,178,111,2,1649.0,0.44
336,178,194,3,471.9,0.7
337,178,141,3,200.16,11.48
338,179,195,4,328.43,20.32
339,180,167,1,540.74,16.63
340,181,116,4,1164.36,20.91
341,181,92,2,1060.66,1.5
342,182,130,5,785.55,20.84
343,182,106,1,309.51,11.33
344,183,44,5,88.39,0.16
345,183,77,2,1117.36,1.08
346,183,45,2,630.55,100.0
347,184,208,3,1631.03,20.69
348,185,58,3,514.21,16.37
349,185,149,5,1464.62,20.57
350,185,194,2,350.98,1.7
351,186,2,5,52.84,11.48
352,187,202,3,1356.02,1.76
353,188,101,3,1634.27,11.23
354,188,63,4,725.67,0.92
355,188,17,1,694.16,11.73
356,189,88,5,1774.84,0.26
357,189,59,1,869.5,0.8
358,189,71,4,576.71,16.02
359,190,37,1,1603.19,5.9
360,191,41,5,1624.78,0.27
361,191,28,1,640.13,100.0
362,192,26,5,1153.53,1.33
363,192,125,5,832.49,0.93
364,192,190,3,1548.65,0.19
365,193,205,3,1262.24,10.22
366,194,198,5,872.17,0.99
367,195,61,2,1062.1,30.86
368,195,15,2,615.83,16.33
369,195,134,3,1147.59,15.72
370,195,190,5,313.37,16.4
371,196,45,1,1332.68,0.96
372,197,56,3,1328.12,1.17
373,198,90,1,1360.19,10.71
374,199,194,3,807.76,10.38
375,200,24,2,1428.29,0.55
376,200,153,1,1419.57,11.31
377,201,35,4,720.31,1.66
378,202,93,4,353.6,1.67
379,202,60,5,139.39,15.17
380,202,52,5,1116.44,0.6
381,202,152,2,691.27,0.09
382,203,125,1,580.07,0.22
383,204,122,4,1567.2,5.44
384,204,3,1,1032.54,0.35
385,204,212,4,1187.97,21.35
386,205,106,1,27.31,26.23
387,206,36,2,1289.17,5.55
388,207,118,2,837.74,15.78
389,207,193,1,762.47,16.58
390,208,210,3,1584.6,20.95
391,208,141,4,40.49,1.69
392,208,45,3,1256.71,0.34
393,208,69,3,144.6,5.44
394,209,129,4,1032.82,100.0
395,209,138,3,1342.92,6.52
396,209,72,4,315.46,11.47
397,210,1,5,613.33,10.67
398,210,69,2,169.01,15.47
399,210,214,1,1048.88,1.07
400,210,79,4,1524.34,11.47
401,211,134,3,500.07,5.79
402,211,116,3,1581.85,0.83
403,211,100,2,730.42,26.8
404,211,77,1,937.44,21.49
405,212,122,2,1040.47,1.55
406,213,216,5,696.18,0.47
407,213,9,3,1619.47,0.5
408,214,55,1,716.46,11.33
409,214,180,1,988.65,1.47
410,215,148,3,1398.1,11.54
411,215,111,3,396.36,16.35
412,216,53,5,749.4,1.63
413,216,218,5,1361.91,30.05
414,217,218,1,1519.7,11.14
415,217,117,1,475.94,20.85
416,218,175,4,58.38,5.37
417,218,196,2,1042.3,100.0
418,218,149,2,1381.29,11.23
419,219,41,4,220.4,1.4
420,219,198,2,837.25,100.0
421,220,44,4,1059.23,0.41
422,220,171,2,1750.59,1.54
423,221,154,1,207.75,6.13
425,221,156,5,296.52,30.46
426,221,72,2,1462.04,16.57
427,222,186,5,205.4,100.0
428,223,57,1,622.01,11.16
429,224,98,3,1589.06,11.45
430,225,85,1,363.49,5.09
431,225,40,4,1137.31,1.76
432,226,133,1,820.4,6.06
433,226,45,3,1500.1,20.65
434,227,38,5,916.22,10.68
435,228,71,1,140.1,10.85
436,228,154,4,1546.15,0.94
437,229,35,1,435.99,0.11
438,230,50,3,508.7,1.61
440,230,3,3,1459.86,25.29
441,230,56,4,1076.02,11.88
442,231,3,2,994.62,0.9
443,232,157,4,1170.0,5.26
444,233,217,3,80.44,6.4
445,234,137,4,1422.64,15.56
446,235,180,3,1513.52,21.09
447,236,128,2,934.4,1.42
448,236,33,2,773.06,6.61
449,237,73,5,137.27,5.62
450,237,219,2,247.12,0.51
451,238,106,5,1117.69,0.83
452,239,150,4,322.57,20.75
453,239,154,2,1060.44,16.58
454,239,83,5,1323.97,20.8
455,239,116,5,341.19,25.87
456,240,13,5,1705.81,21.79
457,240,52,5,952.54,1.53
458,241,8,1,1614.76,0.1
459,242,38,5,1305.26,26.91
460,242,59,1,1567.93,16.13
461,242,53,5,1461.69,5.3
462,242,34,1,1066.63,11.29
463,243,202,2,537.85,1.24
464,244,60,3,1497.81,1.86
465,244,205,1,1122.18,1.81
466,245,212,5,1658.58,30.07
467,245,137,2,1583.43,1.32
468,246,105,4,185.4,11.14
469,247,188,3,1529.99,0.5
470,247,31,2,575.79,31.31
471,247,218,4,178.99,0.98
472,248,90,1,410.23,1.15
473,248,38,3,1500.82,16.17
474,249,50,2,830.02,1.46
475,249,80,3,1524.7,1.22
476,250,192,5,751.69,0.45
477,251,178,4,747.3,1.51
478,251,9,5,1536.73,30.18
479,251,43,5,1069.6,0.7
480,252,19,5,1431.64,10.69
481,252,189,1,581.12,20.52
482,253,64,5,1201.2,25.09
483,253,13,3,25.3,100.0
484,254,71,1,1790.06,1.85
485,255,139,1,1227.35,10.79
486,256,62,5,672.29,21.11
487,256,178,1,1189.83,10.02
488,257,24,4,512.06,6.2
489,257,88,4,242.21,0.38
490,258,129,5,1620.5,16.68
491,258,155,5,871.93,31.19
492,258,31,5,1260.23,1.68
493,259,57,1,169.92,16.82
494,259,25,3,969.12,11.12
495,259,62,2,1186.36,1.31
497,260,94,3,536.8,16.92
498,260,174,2,1653.77,20.16
499,260,191,1,1482.06,11.46
500,260,203,4,1448.01,30.26
501,261,148,4,1661.51,6.95
502,261,190,5,545.67,0.97
503,262,100,5,725.31,1.63
504,263,112,1,670.88,1.06
505,264,215,1,1124.8,10.02
506,265,43,1,1450.86,0.06
507,266,41,2,1382.47,5.74
508,267,29,5,1170.43,0.78
509,268,35,4,631.13,20.99
510,269,162,5,1713.52,0.57
511,269,178,3,1666.68,0.18
512,269,31,5,1073.46,0.7
513,270,196,3,719.66,6.73
514,270,39,1,890.52,5.63
515,270,208,4,189.08,5.28
516,271,115,2,1365.2,25.81
517,272,94,5,660.47,1.91
518,272,59,1,764.57,20.63
519,272,147,1,675.29,0.6
520,272,79,4,1023.07,0.75
521,273,175,3,1251.44,30.94
522,274,189,1,1366.46,26.27
523,275,77,4,1047.42,5.78
524,275,83,5,893.34,11.12
525,276,120,1,1390.73,31.99
526,277,23,5,481.32,21.61
527,277,7,5,650.99,5.43
528,277,181,5,1258.99,1.37
529,278,67,1,338.95,10.27
530,279,206,4,680.03,21.31
531,280,160,2,406.78,10.68
532,280,176,2,43.94,100.0
533,280,195,2,931.7,0.42
534,281,135,2,1601.58,1.35
535,281,22,3,1517.72,15.25
536,282,112,5,1243.06,10.4
537,283,214,4,1420.54,30.43
538,284,161,2,1644.93,5.93
539,285,186,5,1261.22,0.8
540,286,206,4,11.19,10.1
541,287,44,5,908.64,1.26
542,287,164,4,1425.0,0.11
543,288,112,4,1407.79,5.33
544,288,146,1,1516.13,5.32
545,289,207,5,1193.94,6.69
546,290,68,4,1313.43,0.9
547,290,151,2,192.55,26.96
548,290,125,5,1510.36,16.68
549,290,154,5,771.91,11.24
550,291,153,2,261.55,6.74
551,291,191,2,1755.77,0.76
552,291,141,5,1268.48,21.61
553,292,158,3,1014.48,100.0
554,293,179,2,251.76,1.18
555,294,77,2,1488.95,25.32
556,294,130,4,120.26,11.0
557,294,53,4,948.92,10.97
558,294,218,3,125.97,10.77
559,295,66,5,1158.17,5.94
560,295,70,4,48.98,16.03
561,296,204,4,351.07,100.0
562,296,40,2,713.97,1.68
563,297,99,4,242.67,0.65
564,298,105,3,598.33,16.05
565,298,195,3,1599.8,6.98
566,299,2,1,698.61,6.04
567,300,75,1,646.56,5.71
568,300,66,3,471.72,16.18
569,300,37,2,366.86,6.07
570,301,82,4,1561.74,15.91
571,302,160,3,1458.75,1.83
572,303,205,3,1317.72,11.47
573,304,72,1,386.6,15.02
574,304,211,5,858.76,6.69
575,304,125,2,1514.06,0.31
576,305,70,5,28.66,0.08
577,306,177,4,541.98,11.97
578,307,58,5,455.93,0.67
579,307,12,2,1185.86,5.34
580,308,208,1,1443.57,30.71
581,308,36,3,939.45,11.74
582,309,59,1,1016.52,5.92
583,310,94,1,1183.07,1.8
584,311,185,2,366.63,11.51
585,311,202,5,1573.46,16.61
586,312,166,2,307.13,20.06
587,313,160,3,302.51,5.96
588,314,114,2,1261.13,5.36
589,314,165,1,671.9,31.06
590,314,120,5,903.67,0.29
591,315,80,4,1123.03,10.05
592,316,186,2,400.01,5.9
593,317,44,2,851.39,20.11
594,317,110,3,1483.94,21.43
595,317,172,5,508.62,5.89
596,317,161,4,760.19,0.41
597,318,140,5,1125.65,0.9
598,318,91,5,121.32,5.12
599,318,156,4,305.93,20.42
600,319,135,1,1550.93,26.37
601,320,175,1,328.83,26.57
602,320,86,1,987.19,20.2
603,321,165,4,1525.97,15.2
604,321,7,4,17.64,6.43
605,322,13,4,1057.11,1.56
606,322,142,5,1608.77,1.81
607,322,112,3,1095.41,5.09
608,323,118,5,1107.46,21.57
609,323,49,3,640.99,6.6
610,324,216,2,184.77,1.26
611,324,113,1,646.67,11.05
612,324,190,2,932.26,15.56
613,325,54,1,1749.49,0.62
614,325,180,1,1355.81,26.96
615,326,138,4,209.33,10.79
616,327,10,5,1151.77,20.9
617,328,60,3,1448.71,10.71
618,328,122,5,1459.32,1.52
619,328,186,4,1717.03,20.13
620,329,56,4,913.33,0.24
621,330,42,5,1638.47,16.33
622,330,144,2,1280.65,1.66
623,331,78,2,1792.69,0.35
624,331,189,3,128.81,1.48
625,332,7,4,1639.14,1.59
626,332,100,2,1310.24,1.26
627,332,22,4,485.58,26.86
628,333,4,2,1616.12,1.33
629,334,74,1,414.13,16.68
630,334,15,5,462.99,11.39
631,335,33,5,1459.6,21.07
632,335,62,2,1388.32,0.3
633,336,192,1,1037.37,10.77
634,336,49,4,681.92,6.2
635,336,112,1,7.68,31.49
636,336,208,1,246.3,20.26
637,337,151,5,76.11,20.42
638,338,108,4,647.76,15.19
639,339,163,3,500.56,5.55
640,340,220,3,117.49,0.79
641,341,208,4,1465.33,0.77
642,342,146,5,1409.22,6.81
643,343,150,2,1152.65,5.88
644,344,156,1,52.25,26.94
645,345,46,3,621.18,16.96
646,346,74,3,1575.63,5.28
647,347,77,4,1360.28,25.13
648,347,188,1,675.96,6.16
649,348,179,5,827.09,11.18
650,349,3,3,30.07,0.49
651,349,25,5,353.8,16.61
652,349,186,5,867.36,0.62
653,350,65,2,782.48,10.34
654,350,125,5,144.32,5.09
655,350,82,4,545.64,0.91
656,350,167,1,261.3,6.16
657,351,96,3,326.67,15.02
658,351,14,2,1726.29,5.67
659,352,5,3,1648.34,0.58
660,352,40,1,729.67,5.21
661,352,151,5,259.29,1.72
662,353,133,2,236.06,20.56
663,353,151,2,335.62,0.74
664,353,170,5,1364.73,20.23
665,354,148,1,350.44,10.73
666,355,55,2,441.65,10.67
667,356,56,3,338.28,6.55
668,357,45,3,1052.65,5.39
669,357,208,5,1711.61,1.5
670,357,211,2,501.73,11.27
671,358,92,4,1503.54,1.38
672,358,104,3,1466.26,10.13
673,358,41,3,1418.62,21.02
674,359,69,4,1410.05,5.5
675,360,114,3,1663.23,6.44
676,361,179,4,233.47,11.53
677,361,64,2,524.9,21.41
678,362,77,1,613.06,1.28
679,362,108,2,1342.18,10.45
680,363,141,3,902.88,6.34
681,364,138,2,536.38,6.28
682,365,202,1,750.43,5.45
683,365,101,5,1182.12,15.18
684,365,54,4,239.78,1.38
685,366,71,5,1106.31,21.92
686,366,36,4,1318.79,10.24
687,366,102,2,1067.92,1.55
688,366,72,2,1348.85,31.27
689,367,104,2,1651.3,0.22
690,368,151,3,25.37,6.15
691,368,171,1,330.83,6.82
692,368,23,5,740.95,30.05
693,369,57,5,204.13,0.78
694,370,30,4,1398.05,1.2
695,370,194,1,354.46,1.94
696,371,124,2,1722.81,1.59
697,372,177,3,164.06,0.14
698,372,10,1,1789.19,25.18
699,373,182,5,1194.94,0.05
700,373,42,1,275.19,11.76
701,374,140,1,1347.64,1.24
702,375,217,2,467.78,21.87
703,376,16,2,578.06,0.12
704,377,215,5,183.94,25.76
705,378,180,1,1424.33,1.75
706,379,217,1,1793.46,0.93
707,379,134,5,1446.39,0.18
708,380,77,3,250.41,6.39
709,380,112,4,1529.19,5.76
710,380,19,2,999.62,30.08
711,381,169,4,224.2,10.57
712,381,90,3,1579.18,0.47
713,381,14,4,1076.28,6.32
714,381,65,3,610.16,30.35
715,382,1,2,1141.23,1.44
716,382,150,5,1076.99,11.04
717,382,100,5,511.78,11.9
718,383,152,3,781.67,1.33
719,384,76,2,1533.87,1.28
720,384,104,2,1369.96,5.73
721,384,122,1,1195.69,1.72
722,385,2,4,919.09,25.84
723,385,180,5,803.92,100.0
724,385,105,5,1081.11,16.98
725,386,37,1,851.72,1.0
726,387,42,2,416.72,10.36
727,387,138,3,850.52,21.05
728,387,153,3,62.35,0.08
729,388,30,2,674.58,16.41
730,388,8,3,353.66,31.89
731,389,152,2,1662.75,1.86
732,389,171,3,1721.92,10.08
733,390,139,1,1533.42,0.6
734,391,85,2,545.8,11.74
735,391,195,1,1674.05,0.94
736,392,161,2,993.33,1.28
737,392,58,1,697.02,16.0
738,393,173,2,839.06,10.23
739,393,170,5,1307.07,15.5
740,393,185,4,1075.29,1.63
741,393,127,3,1068.28,1.54
742,394,189,1,1502.24,10.86
743,394,92,2,938.08,20.86
744,395,108,4,436.86,5.55
745,396,37,4,748.8,25.84
746,397,15,2,647.1,11.02
747,397,158,5,293.51,10.8
748,397,215,4,1548.13,1.61
749,398,62,2,1622.21,100.0
750,398,182,2,557.53,15.68
751,399,137,3,571.01,1.91
752,400,145,4,31.83,0.74
753,400,55,2,1184.6,10.68
754,400,57,1,583.27,11.62
755,401,213,2,1091.16,6.81
756,402,26,4,535.41,0.28
757,403,139,2,1629.78,5.48
758,404,122,1,716.21,31.64
759,404,32,2,1057.53,10.6
760,405,39,1,755.29,15.1
761,406,159,2,883.49,100.0
762,407,88,4,183.51,1.68
764,408,160,2,412.29,1.56
765,408,35,2,153.7,6.26
766,409,73,3,681.44,5.58
767,409,190,1,1108.82,25.71
768,409,27,1,1207.79,30.86
769,410,46,4,1168.34,15.13
770,411,211,3,860.84,1.32
771,411,40,2,446.4,15.78
772,412,99,4,1140.54,0.49
773,413,92,5,283.79,20.76
774,414,95,4,401.1,5.17
775,414,50,1,76.88,25.49
776,415,193,5,1018.46,16.75
777,416,112,3,1080.99,11.7
778,417,194,5,1285.92,1.32
779,417,106,3,1028.37,20.68
780,417,11,1,181.56,1.74
781,417,42,4,710.29,0.89
782,418,17,2,880.69,30.63
783,418,64,4,1710.58,5.78
784,418,121,4,472.02,5.59
785,419,148,3,1276.14,20.04
786,419,2,4,1043.58,30.84
787,419,220,1,261.68,16.73
788,420,183,4,326.88,26.48
789,420,150,2,467.03,21.73
790,420,78,4,1564.27,16.8
791,421,127,4,992.44,21.87
792,422,89,4,1302.86,6.75
793,423,168,1,828.83,1.3
794,424,175,2,1394.64,1.29
795,424,146,3,573.4,15.79
796,425,51,4,1136.1,16.7
797,426,2,1,125.92,1.59
798,427,185,5,529.46,25.25
799,427,140,2,372.24,15.85
800,427,6,5,303.66,31.08
801,428,179,2,689.24,21.28
802,428,112,5,243.88,10.74
803,429,30,2,266.3,11.53
804,429,56,3,94.6,100.0
805,429,101,1,857.97,16.06
806,430,13,2,1713.23,16.15
807,431,164,1,114.95,0.48
808,432,20,2,1501.38,1.27
809,432,56,4,561.98,1.01
810,433,104,5,1676.86,5.89
811,434,10,1,1731.91,10.31
812,434,27,4,1615.94,11.12
813,435,24,1,661.64,25.85
814,436,146,5,848.69,20.88
815,437,51,2,747.81,5.08
816,438,138,2,677.99,1.29
817,438,84,4,1271.53,10.49
818,438,149,5,1387.98,10.56
819,438,25,4,1630.23,15.67
820,439,69,4,772.82,100.0
821,439,39,5,617.05,1.65
822,440,144,2,462.81,0.74
823,441,133,3,1698.38,100.0
825,442,196,2,1002.25,15.33
826,442,117,1,221.96,15.58
827,442,124,5,1659.17,1.56
828,443,19,1,1489.97,15.56
829,444,174,1,631.09,16.7
830,444,121,1,1364.52,21.57
831,445,150,4,199.46,6.22
832,445,198,4,735.06,1.22
833,446,74,3,33.86,10.73
834,447,36,4,1229.46,6.56
835,448,215,1,1045.12,15.49
836,449,178,3,863.44,0.1
837,450,30,1,1634.63,1.49
838,450,182,2,757.21,0.07
839,451,172,3,1521.23,26.2
840,451,53,2,576.97,11.43
841,452,28,3,1028.97,5.18
842,452,182,5,1663.81,30.77
843,453,6,2,169.46,30.99
844,453,109,3,267.52,10.62
845,453,152,2,1779.36,100.0
846,454,169,2,42.32,5.1
847,454,203,1,578.74,11.12
848,455,30,4,1718.07,0.11
849,456,82,4,1521.8,25.76
850,456,52,1,165.49,1.44
851,456,153,5,426.46,11.04
852,456,80,5,1741.08,1.29
853,457,17,3,981.04,26.51
854,457,190,2,93.62,0.44
855,457,63,4,712.07,11.29
856,457,36,2,1215.51,5.13
857,458,200,4,1609.96,31.54
858,458,184,2,137.2,22.0
