order_id,customer_id,order_date,status,region_code
100,26,2025-10-09 00:00:00,DELIVERED,APAC
101,404,2025-05-31 00:00:00,SHIPPED,EU-CENTRAL
102,321,2025-02-12 00:00:00,DELIVERED,NA-WEST
103,537,2024-07-19 00:00:00,SHIPPED,NA-EAST
104,434,2025-08-12 00:00:00,DELIVERED,NA-WEST
105,,2024-11-08 00:00:00,DELIVERED,EU-WEST
106,88,2025-01-17 00:00:00,SHIPPED,NA-EAST
107,313,2024-01-15 00:00:00,DELIVERED,NA-EAST
108,368,2025-07-13 00:00:00,DELIVERED,NA-WEST
109,132,2024-02-14 00:00:00,DELIVERED,APAC
110,272,2024-03-09 00:00:00,CANCELLED,NA-EAST
111,428,2025-12-27 00:00:00,PLACED,NA-WEST
112,313,23-01-2024,DELIVERED,EU-WEST
113,242,2025-12-01 00:00:00,RETURNED,APAC
114,141,2024-08-18 00:00:00,PLACED,EU-WEST
115,82,2025-12-03 00:00:00,DELIVERED,EU-CENTRAL
116,422,2026-03-30 00:00:00,CANCELLED,EU-WEST
117,122,2024-11-21 00:00:00,SHIPPED,NA-WEST
118,281,2024-11-06 00:00:00,SHIPPED,NA-WEST
119,138,2025-01-02 00:00:00,DELIVERED,APAC
120,302,2024-05-20 00:00:00,DELIVERED,NA-EAST
121,68,2025-11-18 00:00:00,SHIPPED,EU-WEST
122,282,2025-03-13 00:00:00,DELIVERED,EU-WEST
123,463,2025-12-22 00:00:00,DELIVERED,NA-EAST
124,34,2026-01-22 00:00:00,SHIPPED,EU-WEST
125,547,2025-04-17 00:00:00,DELIVERED,NA-WEST
126,560,27-05-2025,SHIPPED,EU-WEST
127,93,2025-12-30 00:00:00,DELIVERED,LATAM
128,333,2026-01-20 00:00:00,DELIVERED,NA-EAST
129,110,2024-06-12 00:00:00,CANCELLED,APAC
130,430,2024-05-28 00:00:00,DELIVERED,LATAM
131,13,26-07-2024,DELIVERED,EU-WEST
132,7,2025-05-02 00:00:00,SHIPPED,APAC
133,267,2024-07-31 00:00:00,PLACED,NA-EAST
134,113,2026-07-31 00:00:00,SHIPPED,EU-CENTRAL
135,42,2024-11-26 00:00:00,DELIVERED,APAC
136,538,2026-05-30 00:00:00,SHIPPED,NA-WEST
137,295,2025-12-06 00:00:00,DELIVERED,EU-CENTRAL
138,298,2026-04-07 00:00:00,RETURNED,NA-EAST
139,,2025-02-28 00:00:00,CANCELLED,NA-WEST
140,454,2026-03-20 00:00:00,DELIVERED,NA-EAST
141,363,2024-07-17 00:00:00,CANCELLED,NA-EAST
142,424,2026-07-06 00:00:00,RETURNED,NA-EAST
143,490,2024-11-19 00:00:00,DELIVERED,EU-CENTRAL
144,170,2024-12-13 00:00:00,DELIVERED,EU-WEST
145,21,2024-11-11 00:00:00,DELIVERED,NA-EAST
146,56,2024-11-05 00:00:00,DELIVERED,NA-EAST
147,368,2026-07-15 00:00:00,DELIVERED,APAC
148,288,2024-05-15 00:00:00,DELIVERED,APAC
149,106,30-03-2024,DELIVERED,LATAM
150,329,2026-02-15 00:00:00,SHIPPED,EU-CENTRAL
151,58,2024-04-30 00:00:00,PLACED,APAC
152,202,2025-07-16 00:00:00,DELIVERED,NA-WEST
153,34,2025-03-30 00:00:00,SHIPPED,NA-EAST
154,457,2026-07-01 00:00:00,DELIVERED,EU-CENTRAL
155,480,2025-08-04 00:00:00,PLACED,EU-CENTRAL
156,114,2025-09-23 00:00:00,DELIVERED,LATAM
157,360,2025-05-14 00:00:00,DELIVERED,NA-WEST
158,110,2025-06-04 00:00:00,DELIVERED,LATAM
159,562,2025-08-27 00:00:00,SHIPPED,EU-WEST
160,581,2025-08-28 00:00:00,DELIVERED,APAC
161,329,2025-04-19 00:00:00,SHIPPED,EU-WEST
162,93,2024-12-01 00:00:00,SHIPPED,NA-WEST
163,400,2025-11-07 00:00:00,DELIVERED,EU-WEST
164,446,2025-11-26 00:00:00,DELIVERED,EU-CENTRAL
165,207,06-06-2025,PLACED,APAC
166,532,2025-01-02 00:00:00,SHIPPED,LATAM
167,178,2025-02-19 00:00:00,DELIVERED,NA-WEST
168,129,2025-03-03 00:00:00,SHIPPED,NA-EAST
169,87,2025-11-04 00:00:00,SHIPPED,EU-WEST
170,5,2025-01-28 00:00:00,DELIVERED,LATAM
171,536,2025-07-13 00:00:00,DELIVERED,LATAM
172,287,2024-03-22 00:00:00,DELIVERED,NA-EAST
173,594,2025-11-15 00:00:00,DELIVERED,NA-EAST
174,302,2024-12-05 00:00:00,DELIVERED,NA-EAST
175,,2025-08-15 00:00:00,CANCELLED,APAC
176,282,2024-10-11 00:00:00,CANCELLED,NA-EAST
177,180,2026-01-26 00:00:00,DELIVERED,LATAM
178,587,2024-02-03 00:00:00,DELIVERED,NA-WEST
179,172,27-01-2025,SHIPPED,LATAM
180,488,2024-04-28 00:00:00,DELIVERED,LATAM
181,,2025-11-30 00:00:00,DELIVERED,EU-WEST
182,43,2025-11-25 00:00:00,PLACED,APAC
183,53,2024-10-06 00:00:00,DELIVERED,APAC
184,114,2026-02-27 00:00:00,DELIVERED,NA-EAST
185,,2025-12-02 00:00:00,DELIVERED,NA-EAST
186,59,2025-11-03 00:00:00,DELIVERED,NA-EAST
187,556,2025-12-13 00:00:00,DELIVERED,EU-CENTRAL
188,555,2026-02-27 00:00:00,DELIVERED,NA-EAST
189,504,2026-04-12 00:00:00,RETURNED,NA-WEST
190,,2025-03-17 00:00:00,DELIVERED,NA-EAST
191,153,2026-03-06 00:00:00,DELIVERED,NA-EAST
192,516,2025-12-17 00:00:00,DELIVERED,EU-WEST
193,368,2025-07-07 00:00:00,SHIPPED,APAC
194,93,2025-02-14 00:00:00,DELIVERED,EU-CENTRAL
195,394,2025-10-25 00:00:00,DELIVERED,EU-CENTRAL
196,527,2026-01-22 00:00:00,DELIVERED,APAC
197,,20-10-2025,RETURNED,NA-EAST
198,536,2025-02-19 00:00:00,DELIVERED,LATAM
199,,2025-09-25 00:00:00,PLACED,LATAM
200,412,2025-03-12 00:00:00,DELIVERED,LATAM
201,112,2026-03-23 00:00:00,DELIVERED,NA-EAST
202,137,2025-03-25 00:00:00,PLACED,LATAM
203,48,2025-05-13 00:00:00,DELIVERED,APAC
204,536,2024-05-09 00:00:00,DELIVERED,NA-WEST
205,165,2024-11-04 00:00:00,SHIPPED,APAC
206,214,2025-07-06 00:00:00,DELIVERED,NA-WEST
207,542,2026-07-22 00:00:00,PLACED,EU-CENTRAL
208,551,2025-04-09 00:00:00,SHIPPED,NA-EAST
209,430,2026-01-08 00:00:00,SHIPPED,LATAM
210,205,2024-08-21 00:00:00,DELIVERED,NA-WEST
211,466,2025-03-22 00:00:00,SHIPPED,EU-CENTRAL
212,479,2024-10-03 00:00:00,PLACED,NA-WEST
213,161,2026-02-17 00:00:00,DELIVERED,LATAM
214,222,2024-03-29 00:00:00,DELIVERED,EU-WEST
215,228,2024-09-09 00:00:00,CANCELLED,APAC
216,53,2024-02-04 00:00:00,DELIVERED,NA-WEST
217,561,2024-05-15 00:00:00,PLACED,LATAM
218,476,2025-02-19 00:00:00,DELIVERED,NA-EAST
219,196,2024-12-06 00:00:00,DELIVERED,APAC
220,274,2024-12-09 00:00:00,CANCELLED,NA-EAST
221,69,2025-01-10 00:00:00,DELIVERED,NA-WEST
222,231,2025-12-20 00:00:00,DELIVERED,EU-CENTRAL
223,540,2025-01-16 00:00:00,CANCELLED,EU-WEST
224,41,2024-10-26 00:00:00,SHIPPED,EU-WEST
225,587,2024-03-19 00:00:00,DELIVERED,NA-WEST
226,262,2025-11-29 00:00:00,DELIVERED,LATAM
227,335,2025-10-22 00:00:00,DELIVERED,LATAM
228,314,2024-11-07 00:00:00,SHIPPED,EU-CENTRAL
229,339,2026-05-15 00:00:00,RETURNED,APAC
230,166,2025-12-10 00:00:00,SHIPPED,NA-EAST
231,36,2025-01-13 00:00:00,DELIVERED,EU-CENTRAL
232,415,2025-06-30 00:00:00,RETURNED,NA-WEST
233,486,2025-06-03 00:00:00,CANCELLED,APAC
234,363,2025-03-28 00:00:00,CANCELLED,NA-WEST
235,124,2025-04-01 00:00:00,DELIVERED,NA-WEST
236,402,2025-02-07 00:00:00,RETURNED,LATAM
237,262,2025-01-13 00:00:00,DELIVERED,EU-WEST
238,435,2024-10-22 00:00:00,DELIVERED,EU-WEST
239,538,2024-07-31 00:00:00,RETURNED,NA-EAST
240,425,2024-01-07 00:00:00,SHIPPED,EU-WEST
241,,05-11-2024,DELIVERED,NA-WEST
242,484,2024-09-25 00:00:00,SHIPPED,LATAM
243,198,2025-12-05 00:00:00,DELIVERED,NA-EAST
244,490,11-12-2025,PLACED,EU-CENTRAL
245,366,2024-11-23 00:00:00,SHIPPED,EU-CENTRAL
246,79,2024-02-19 00:00:00,DELIVERED,LATAM
247,209,2025-07-10 00:00:00,DELIVERED,LATAM
248,202,2026-04-23 00:00:00,DELIVERED,EU-WEST
249,123,2024-08-11 00:00:00,DELIVERED,APAC
250,340,2025-12-20 00:00:00,CANCELLED,NA-EAST
251,329,2024-11-15 00:00:00,CANCELLED,APAC
252,228,2024-11-07 00:00:00,SHIPPED,LATAM
253,368,13-03-2026,DELIVERED,NA-EAST
254,568,2025-11-06 00:00:00,CANCELLED,NA-EAST
255,,2026-03-12 00:00:00,SHIPPED,EU-CENTRAL
256,248,2024-12-22 00:00:00,DELIVERED,NA-EAST
257,5,2024-10-15 00:00:00,RETURNED,NA-EAST
258,451,2025-05-01 00:00:00,DELIVERED,NA-EAST
259,127,2025-02-21 00:00:00,DELIVERED,APAC
260,202,2024-03-25 00:00:00,DELIVERED,LATAM
261,439,2025-07-21 00:00:00,SHIPPED,NA-EAST
262,504,2025-01-11 00:00:00,DELIVERED,EU-WEST
263,105,2024-05-26 00:00:00,DELIVERED,NA-WEST
264,512,2025-02-17 00:00:00,DELIVERED,LATAM
265,415,2025-02-13 00:00:00,RETURNED,APAC
266,70,2024-05-17 00:00:00,DELIVERED,NA-EAST
267,79,2024-06-05 00:00:00,DELIVERED,APAC
268,556,2025-11-08 00:00:00,DELIVERED,APAC
269,,2024-05-01 00:00:00,DELIVERED,NA-EAST
270,319,2024-11-06 00:00:00,SHIPPED,LATAM
271,576,2025-12-02 00:00:00,CANCELLED,APAC
272,38,2024-12-27 00:00:00,PLACED,NA-EAST
273,350,2025-08-20 00:00:00,DELIVERED,EU-WEST
274,215,2025-11-08 00:00:00,DELIVERED,LATAM
275,432,03-06-2026,DELIVERED,LATAM
276,484,2024-11-20 00:00:00,PLACED,EU-WEST
277,373,2025-11-14 00:00:00,RETURNED,NA-WEST
278,484,2024-08-07 00:00:00,DELIVERED,NA-WEST
279,42,2025-08-15 00:00:00,DELIVERED,APAC
280,528,16-11-2024,DELIVERED,APAC
281,391,2025-12-21 00:00:00,SHIPPED,LATAM
282,308,2024-09-03 00:00:00,CANCELLED,EU-WEST
283,242,23-10-2025,DELIVERED,NA-EAST
284,,2025-03-22 00:00:00,SHIPPED,NA-WEST
285,498,2025-07-17 00:00:00,DELIVERED,NA-EAST
286,373,2026-06-06 00:00:00,DELIVERED,NA-EAST
287,124,2024-08-29 00:00:00,DELIVERED,APAC
288,321,2026-06-24 00:00:00,DELIVERED,APAC
289,149,2025-03-09 00:00:00,RETURNED,EU-WEST
290,325,2025-06-30 00:00:00,DELIVERED,EU-WEST
291,,2024-05-28 00:00:00,PLACED,APAC
292,125,2024-11-12 00:00:00,DELIVERED,NA-WEST
293,165,2026-07-28 00:00:00,DELIVERED,NA-WEST
294,504,2026-03-19 00:00:00,DELIVERED,EU-WEST
295,41,2026-04-24 00:00:00,DELIVERED,APAC
296,119,2025-12-12 00:00:00,DELIVERED,LATAM
297,179,2024-11-17 00:00:00,DELIVERED,LATAM
298,231,2026-01-22 00:00:00,DELIVERED,NA-WEST
299,343,03-10-2025,SHIPPED,LATAM
300,48,2025-09-24 00:00:00,RETURNED,NA-WEST
301,196,2025-05-21 00:00:00,RETURNED,EU-CENTRAL
302,202,2026-05-26 00:00:00,DELIVERED,NA-WEST
303,470,2026-07-18 00:00:00,PLACED,EU-WEST
304,315,2025-12-04 00:00:00,DELIVERED,EU-CENTRAL
305,47,2024-12-28 00:00:00,PLACED,APAC
306,43,2025-01-14 00:00:00,DELIVERED,EU-CENTRAL
307,427,24-04-2025,DELIVERED,EU-CENTRAL
308,319,2026-05-04 00:00:00,DELIVERED,EU-CENTRAL
309,386,2024-11-16 00:00:00,DELIVERED,NA-WEST
310,159,2025-03-26 00:00:00,SHIPPED,EU-WEST
311,575,2024-02-11 00:00:00,DELIVERED,EU-WEST
312,185,2024-12-23 00:00:00,CANCELLED,LATAM
313,5,2025-08-22 00:00:00,DELIVERED,APAC
314,59,2026-06-27 00:00:00,DELIVERED,APAC
315,492,30-01-2024,DELIVERED,EU-CENTRAL
316,583,2025-04-08 00:00:00,SHIPPED,NA-EAST
317,391,2026-01-31 00:00:00,PLACED,EU-CENTRAL
318,288,2024-04-01 00:00:00,DELIVERED,EU-CENTRAL
319,318,2024-11-01 00:00:00,CANCELLED,APAC
320,398,2025-06-08 00:00:00,DELIVERED,APAC
321,343,2024-04-05 00:00:00,DELIVERED,LATAM
322,490,2024-03-26 00:00:00,DELIVERED,NA-WEST
323,556,2025-03-13 00:00:00,CANCELLED,APAC
324,364,07-11-2025,DELIVERED,NA-EAST
325,208,2026-05-13 00:00:00,DELIVERED,LATAM
326,192,2024-09-28 00:00:00,SHIPPED,NA-EAST
327,294,2024-04-18 00:00:00,SHIPPED,NA-WEST
328,499,2025-11-04 00:00:00,DELIVERED,APAC
329,56,2024-03-30 00:00:00,CANCELLED,LATAM
330,433,2025-10-26 00:00:00,SHIPPED,EU-CENTRAL
331,,2024-04-29 00:00:00,RETURNED,EU-WEST
332,567,2026-05-03 00:00:00,DELIVERED,LATAM
333,,2025-11-25 00:00:00,DELIVERED,APAC
334,22,2025-10-23 00:00:00,SHIPPED,LATAM
335,480,2025-12-02 00:00:00,SHIPPED,EU-CENTRAL
336,354,2025-11-20 00:00:00,DELIVERED,NA-WEST
337,597,2025-11-14 00:00:00,DELIVERED,NA-EAST
338,524,2024-08-28 00:00:00,DELIVERED,EU-CENTRAL
339,346,2026-07-04 00:00:00,DELIVERED,APAC
340,571,2024-12-14 00:00:00,DELIVERED,NA-WEST
341,206,2026-06-10 00:00:00,DELIVERED,APAC
342,132,07-01-2025,DELIVERED,EU-WEST
343,192,2024-12-15 00:00:00,DELIVERED,EU-WEST
344,424,2026-03-17 00:00:00,CANCELLED,EU-WEST
345,530,2024-01-31 00:00:00,RETURNED,NA-EAST
346,155,2025-03-20 00:00:00,CANCELLED,NA-EAST
347,567,2027-05-17 00:00:00,CANCELLED,LATAM
348,558,2025-12-18 00:00:00,DELIVERED,APAC
349,536,2026-03-05 00:00:00,DELIVERED,EU-WEST
350,460,2025-07-07 00:00:00,DELIVERED,EU-CENTRAL
351,433,2024-09-21 00:00:00,RETURNED,NA-EAST
352,59,2025-06-03 00:00:00,DELIVERED,APAC
353,359,2025-11-12 00:00:00,DELIVERED,LATAM
354,108,2026-01-01 00:00:00,DELIVERED,APAC
355,315,2026-04-28 00:00:00,CANCELLED,EU-WEST
356,434,2026-06-11 00:00:00,RETURNED,LATAM
357,497,2026-04-23 00:00:00,DELIVERED,NA-WEST
358,161,2025-12-12 00:00:00,RETURNED,EU-CENTRAL
359,42,2024-04-22 00:00:00,DELIVERED,NA-EAST
360,309,2025-05-12 00:00:00,PLACED,EU-CENTRAL
361,70,2025-05-15 00:00:00,CANCELLED,EU-WEST
362,136,2024-12-11 00:00:00,DELIVERED,APAC
363,420,29-11-2024,DELIVERED,EU-WEST
364,,2025-11-17 00:00:00,CANCELLED,LATAM
365,470,2024-11-12 00:00:00,PLACED,APAC
366,20,18-06-2025,SHIPPED,APAC
367,594,2026-03-16 00:00:00,DELIVERED,APAC
368,541,2024-12-14 00:00:00,DELIVERED,EU-CENTRAL
369,48,19-10-2024,SHIPPED,EU-WEST
370,306,2024-11-29 00:00:00,DELIVERED,EU-CENTRAL
371,243,2024-02-23 00:00:00,DELIVERED,APAC
372,513,2024-11-07 00:00:00,SHIPPED,NA-WEST
373,343,2027-08-09 00:00:00,RETURNED,APAC
374,360,2025-09-04 00:00:00,CANCELLED,NA-WEST
375,59,2024-03-12 00:00:00,CANCELLED,LATAM
376,351,2026-04-01 00:00:00,DELIVERED,LATAM
377,337,2024-12-15 00:00:00,PLACED,LATAM
378,501,2025-11-19 00:00:00,DELIVERED,APAC
379,456,2025-07-05 00:00:00,DELIVERED,EU-CENTRAL
380,9,2025-01-31 00:00:00,SHIPPED,EU-CENTRAL
381,561,2025-11-27 00:00:00,CANCELLED,LATAM
382,215,2024-02-07 00:00:00,PLACED,LATAM
383,478,2025-05-20 00:00:00,DELIVERED,APAC
384,234,2024-03-07 00:00:00,CANCELLED,LATAM
385,574,2025-12-10 00:00:00,CANCELLED,NA-EAST
386,281,2024-11-26 00:00:00,SHIPPED,APAC
387,460,2024-02-18 00:00:00,DELIVERED,EU-WEST
388,215,2026-07-28 00:00:00,PLACED,LATAM
389,361,2024-12-08 00:00:00,SHIPPED,EU-CENTRAL
390,38,2025-10-02 00:00:00,CANCELLED,EU-WEST
391,57,2024-05-10 00:00:00,DELIVERED,LATAM
392,49,2024-02-23 00:00:00,DELIVERED,EU-WEST
393,439,2024-01-11 00:00:00,CANCELLED,APAC
394,124,2024-01-27 00:00:00,SHIPPED,NA-EAST
395,456,2024-09-19 00:00:00,SHIPPED,NA-WEST
396,150,2024-11-14 00:00:00,SHIPPED,EU-CENTRAL
397,470,2025-11-25 00:00:00,CANCELLED,EU-WEST
398,479,2024-12-15 00:00:00,DELIVERED,EU-CENTRAL
399,339,2024-11-02 00:00:00,CANCELLED,NA-EAST
400,245,2025-12-10 00:00:00,DELIVERED,EU-CENTRAL
401,464,2025-01-06 00:00:00,SHIPPED,EU-CENTRAL
402,125,2025-01-03 00:00:00,DELIVERED,NA-WEST
403,,2025-07-21 00:00:00,CANCELLED,NA-EAST
404,170,2024-12-12 00:00:00,DELIVERED,EU-CENTRAL
405,195,2024-05-01 00:00:00,SHIPPED,EU-WEST
406,123,2025-10-13 00:00:00,CANCELLED,EU-CENTRAL
407,402,2026-03-25 00:00:00,RETURNED,EU-WEST
408,288,2025-11-10 00:00:00,DELIVERED,LATAM
409,368,2024-07-02 00:00:00,DELIVERED,EU-WEST
410,463,2024-02-07 00:00:00,CANCELLED,EU-WEST
411,558,2025-01-18 00:00:00,DELIVERED,APAC
412,443,2025-09-28 00:00:00,DELIVERED,EU-WEST
413,558,2024-08-27 00:00:00,DELIVERED,APAC
414,536,2024-08-21 00:00:00,DELIVERED,EU-CENTRAL
415,142,2027-05-10 00:00:00,RETURNED,LATAM
416,,2026-04-22 00:00:00,CANCELLED,LATAM
417,486,2024-08-21 00:00:00,SHIPPED,APAC
418,123,2025-04-17 00:00:00,DELIVERED,LATAM
419,,2024-01-31 00:00:00,DELIVERED,LATAM
420,414,2024-12-13 00:00:00,DELIVERED,LATAM
421,244,2026-03-15 00:00:00,DELIVERED,APAC
422,428,2025-01-25 00:00:00,DELIVERED,EU-WEST
423,460,05-07-2026,SHIPPED,LATAM
424,291,2024-07-22 00:00:00,SHIPPED,EU-CENTRAL
425,303,2025-06-14 00:00:00,DELIVERED,NA-EAST
426,318,2026-06-05 00:00:00,DELIVERED,LATAM
427,470,2024-11-13 00:00:00,DELIVERED,NA-EAST
428,,2025-06-22 00:00:00,DELIVERED,APAC
429,305,2026-07-29 00:00:00,DELIVERED,NA-WEST
430,542,2025-12-16 00:00:00,SHIPPED,NA-WEST
431,223,2026-07-27 00:00:00,CANCELLED,EU-WEST
432,,2024-11-29 00:00:00,DELIVERED,EU-WEST
433,200,2025-04-17 00:00:00,DELIVERED,NA-EAST
434,70,2025-11-17 00:00:00,PLACED,LATAM
435,524,2026-04-20 00:00:00,DELIVERED,NA-WEST
436,21,2024-06-06 00:00:00,CANCELLED,APAC
437,400,09-11-2025,DELIVERED,EU-WEST
438,179,01-03-2026,DELIVERED,NA-WEST
439,65,2024-12-11 00:00:00,SHIPPED,NA-EAST
440,335,2024-06-20 00:00:00,DELIVERED,LATAM
441,271,2025-03-14 00:00:00,DELIVERED,NA-EAST
442,,2025-04-14 00:00:00,DELIVERED,EU-CENTRAL
443,398,2025-09-06 00:00:00,DELIVERED,LATAM
444,494,2025-12-05 00:00:00,PLACED,NA-EAST
445,128,2024-01-14 00:00:00,DELIVERED,LATAM
446,,2024-05-20 00:00:00,DELIVERED,LATAM
447,26,2024-12-02 00:00:00,DELIVERED,EU-WEST
448,255,2024-12-16 00:00:00,CANCELLED,LATAM
449,67,25-11-2024,CANCELLED,NA-EAST
450,210,2024-05-08 00:00:00,SHIPPED,NA-EAST
451,179,2024-07-21 00:00:00,DELIVERED,APAC
452,322,2025-01-03 00:00:00,DELIVERED,APAC
453,308,2026-02-19 00:00:00,DELIVERED,NA-WEST
454,368,2024-11-09 00:00:00,PLACED,NA-WEST
455,384,2024-01-05 00:00:00,DELIVERED,EU-WEST
456,73,2025-05-16 00:00:00,DELIVERED,NA-EAST
457,262,2024-06-15 00:00:00,DELIVERED,LATAM
458,253,2025-10-28 00:00:00,SHIPPED,NA-EAST
459,151,2025-10-22 00:00:00,DELIVERED,APAC
460,83,2025-01-28 00:00:00,DELIVERED,NA-WEST
461,392,2025-12-09 00:00:00,DELIVERED,LATAM
462,353,2024-04-01 00:00:00,CANCELLED,EU-CENTRAL
463,386,2024-11-11 00:00:00,PLACED,NA-EAST
464,64,2024-06-23 00:00:00,SHIPPED,NA-WEST
465,114,2024-08-05 00:00:00,CANCELLED,NA-WEST
466,,2024-06-19 00:00:00,DELIVERED,EU-CENTRAL
467,5,2027-10-17 00:00:00,DELIVERED,NA-EAST
468,346,2026-02-18 00:00:00,DELIVERED,EU-CENTRAL
